Date,U_init,etp,prec,FC,WP,zr,dg,kc,area
2013-09-01,15.98430838,16185.50684,24368.85176,26,12,189.77,1.31,0.79026127,297000
2013-10-01,14.81428213,12336.5083,25467.75,26,12,189.77,1.31,0.78804284,297000
2013-11-01,13.87033266,10133.60098,0,26,12,189.77,1.31,0.78337586,297000
2013-12-01,12.24262996,6932.062354,9578.25,26,12,189.77,1.31,0.7724389,297000
2014-01-01,11.39912018,6243.231445,3519.45022,26,12,189.77,1.31,0.9344906,297000
2014-02-01,10.47769196,690.5759766,30672.675,26,12,189.77,1.31,0.8264006,297000
2014-03-01,12.92527345,23953.61426,2160.675,26,12,189.77,1.31,0.88698727,297000
2014-04-01,9.517395366,35495.67656,57669.975,26,12,189.77,1.31,0.8443741,297000
2014-05-01,15.36045266,22066.52344,77427.90703,26,12,189.77,1.31,0.6926564,297000
2014-06-01,20.79043592,28691.58691,28786.72676,26,12,189.77,1.31,0.76781213,297000
2014-07-01,19.39205204,22559.53887,56972.025,26,12,189.77,1.31,0.76781213,297000
2014-08-01,22.01249577,23420.26406,66773.025,26,12,189.77,1.31,0.76781213,297000
2014-09-01,25.36942728,22033.20762,16669.125,26,12,189.77,1.31,0.9160136,297000
2014-10-01,22.74790696,15996.40488,27940.27324,26,12,189.77,1.31,0.9160136,297000
2014-11-01,21.75777455,16923.64043,4752,26,12,189.77,1.31,0.9248028,297000
2014-12-01,18.96281871,17737.21055,28044.22676,26,12,189.77,1.31,0.9333428,297000
2015-01-01,17.48589647,24089.56348,5487.075,26,12,189.77,1.31,0.8990872,297000
2015-02-01,13.96876402,18747.42891,51329.025,26,12,189.77,1.31,0.8620778,297000
2015-03-01,15.90210936,26358.61465,33932.25,26,12,189.77,1.31,0.8640457,297000
2015-04-01,14.98920794,25114.94297,79076.25,26,12,189.77,1.31,0.8716107,297000
2015-05-01,19.52085506,29400.88535,54187.65,26,12,189.77,1.31,0.8716107,297000
2015-06-01,20.50183952,31413.45586,118146.6,26,12,189.77,1.31,0.8716107,297000
2015-07-01,27.99683754,29544.64805,64760.85,26,12,189.77,1.31,0.8716107,297000
2015-08-01,29.61293712,29114.36543,38171.92148,26,12,189.77,1.31,0.9090332,297000
2015-09-01,28.17138034,22671.86484,13179.375,26,12,189.77,1.31,0.9090332,297000
2015-10-01,25.01001769,17668.77012,38357.54648,26,12,189.77,1.31,0.8904473,297000
2015-11-01,25.06736796,16145.41992,34674.75,26,12,189.77,1.31,0.8688699,297000
2015-12-01,25.1226117,20161.59785,2517.07522,26,12,189.77,1.31,0.80777204,297000
2016-01-01,21.65934441,23674.72324,17797.725,26,12,189.77,1.31,0.7615109,297000
2016-02-01,19.27582685,23799.38203,6548.849561,26,12,189.77,1.31,0.7447749,297000
2016-03-01,16.02631139,21145.99746,36055.8,26,12,189.77,1.31,0.7116395,297000
2016-04-01,16.89730801,27768.09023,23076.89824,26,12,189.77,1.31,0.83374506,297000
2016-05-01,15.00625049,23604.80625,45121.725,26,12,189.77,1.31,0.83374506,297000
2016-06-01,16.26197069,26322.36152,108657.45,26,12,189.77,1.31,0.83374506,297000
2016-07-01,23.999419,27623.90566,42574.95352,26,12,189.77,1.31,0.83374506,297000
2016-08-01,24.01648242,28517.17148,34162.425,26,12,189.77,1.31,0.86438745,297000
2016-09-01,22.9138002,21472.82754,34860.375,26,12,189.77,1.31,0.86438745,297000
2016-10-01,22.85918745,17411.33848,58783.725,26,12,189.77,1.31,0.90357447,297000
2016-11-01,25.18943155,17334.50977,5724.675,26,12,189.77,1.31,0.9163419,297000
2016-12-01,22.19843546,20418.81152,81.675,26,12,189.77,1.31,0.8451343,297000
2017-01-01,18.7900866,22799.22891,25200.45,26,12,189.77,1.31,0.79364574,297000
2017-02-01,17.33352015,24622.55508,6496.875,26,12,189.77,1.31,0.7621497,297000
2017-03-01,14.02108979,17147.41348,40986,26,12,189.77,1.31,0.75208575,297000
2017-04-01,15.92724291,25740.69961,71383.95,26,12,189.77,1.31,0.78616875,297000
2017-05-01,19.9479524,28522.29727,50868.67148,26,12,189.77,1.31,0.7899933,297000
2017-06-01,21.09395115,26124.6252,70062.3,26,12,189.77,1.31,0.6843279,297000
2017-07-01,24.83510171,23493.33457,34548.525,26,12,189.77,1.31,0.6843279,297000
2017-08-01,24.74250014,28132.53574,30100.95,26,12,189.77,1.31,0.8908823,297000
2017-09-01,23.06729976,21043.15488,7217.099561,26,12,189.77,1.31,0.8794986,297000
2017-10-01,20.011281,14979.62637,4492.125,26,12,189.77,1.31,0.7794195,297000
2017-11-01,17.73048889,11954.88545,6764.175,26,12,189.77,1.31,0.73405194,297000
2017-12-01,16.26445286,12320.86729,861.3000549,26,12,189.77,1.31,0.6225112,297000
2018-01-01,14.31489115,15113.50313,28044.22676,26,12,189.77,1.31,0.6258622,297000
2018-02-01,15.329698,17867.45039,26410.72676,26,12,189.77,1.31,0.66875535,297000
2018-03-01,15.62204344,22203.19512,73455.525,26,12,189.77,1.31,0.73739684,297000
2018-04-01,20.61768294,26920.6418,36159.75,26,12,189.77,1.31,0.7022541,297000
2018-05-01,20.5742326,26003.57871,30969.675,26,12,189.77,1.31,0.69344115,297000
2018-06-01,20.07675051,23880.95508,34258.95,26,12,189.77,1.31,0.62985283,297000
2018-07-01,20.36267446,28279.46602,61677,26,12,189.77,1.31,0.9567024,297000
2018-08-01,21.5540398,27066.07441,62139.825,26,12,189.77,1.31,0.9207404,297000
2018-09-01,23.32064854,19800.49395,23188.27324,26,12,189.77,1.31,0.8666289,297000
2018-10-01,22.16102607,15364.75605,4610.925,26,12,189.77,1.31,0.8606883,297000
2018-11-01,19.61984866,14312.21572,6029.099561,26,12,189.77,1.31,0.8533033,297000
2018-12-01,17.4702325,16231.94121,9927.225,26,12,189.77,1.31,0.8220634,297000
